"am_gene_ID","am_gene_symbol","dr_gene_ID","dr_gene_symbol"
"ENSAMXG00000038836","ENSAMXG00000038836","ENSDARG00000111536","ENSDARG00000111536"
"ENSAMXG00000038836","ENSAMXG00000038836","ENSDARG00000109926","ENSDARG00000109926"
"ENSAMXG00000038837","cry2","ENSDARG00000102403","cry2"
"ENSAMXG00000038843","GPR61","ENSDARG00000055570","GPR61"
"ENSAMXG00000038845","jam2b","ENSDARG00000079071","jam2b"
"ENSAMXG00000038847","ENSAMXG00000038847","ENSDARG00000089216","ENSDARG00000089216"
"ENSAMXG00000038848","prps1b","ENSDARG00000037506","prps1b"
"ENSAMXG00000038850","RFX7","ENSDARG00000103691","RFX7"
"ENSAMXG00000038851","mrpl34","ENSDARG00000092954","mrpl34"
"ENSAMXG00000038854","taf5l","ENSDARG00000025808","taf5l"
"ENSAMXG00000038855","mettl27","ENSDARG00000069507","mettl27"
"ENSAMXG00000038858","TLX3","ENSDARG00000100401","TLX3"
"ENSAMXG00000038860","haao","ENSDARG00000076487","haao"
"ENSAMXG00000038861","MSMP","ENSDARG00000105581","MSMP"
"ENSAMXG00000038864","MICU3","ENSDARG00000074255","MICU3"
"ENSAMXG00000038867","rgs17","ENSDARG00000039435","rgs17"
"ENSAMXG00000038873","dnajb1b","ENSDARG00000041394","dnajb1b"
"ENSAMXG00000038875","degs1","ENSDARG00000007347","degs1"
"ENSAMXG00000038877","ENSAMXG00000038877","ENSDARG00000078078","ENSDARG00000078078"
"ENSAMXG00000038881","ENSAMXG00000038881","ENSDARG00000095817","ENSDARG00000095817"
"ENSAMXG00000038882","nsrp1","ENSDARG00000015221","nsrp1"
"ENSAMXG00000038884","CDK12","ENSDARG00000063726","CDK12"
"ENSAMXG00000038885","ENSAMXG00000038885","ENSDARG00000052693","si:dkey-172m14.1"
"ENSAMXG00000038887","ENSAMXG00000038887","ENSDARG00000089833","ASB13"
"ENSAMXG00000038888","galr2a","ENSDARG00000020853","galr2a"
"ENSAMXG00000038893","tbca","ENSDARG00000016754","tbca"
"ENSAMXG00000038898","elocb","ENSDARG00000045359","elocb"
"ENSAMXG00000038899","fam76b","ENSDARG00000012432","fam76b"
"ENSAMXG00000038900","ENSAMXG00000038900","ENSDARG00000069361","spa17"
"ENSAMXG00000038902","ENSAMXG00000038902","ENSDARG00000104976","si:ch1073-67j19.2"
"ENSAMXG00000038903","ccdc85a","ENSDARG00000039497","ccdc85a"
"ENSAMXG00000038906","cmya5","ENSDARG00000061379","cmya5"
"ENSAMXG00000038907","PPP1CB","ENSDARG00000044153","ppp1cb"
"ENSAMXG00000038910","chst14","ENSDARG00000043011","chst14"
"ENSAMXG00000038911","ENSAMXG00000038911","ENSDARG00000086655","ENSDARG00000086655"
"ENSAMXG00000038913","elof1","ENSDARG00000099453","elof1"
"ENSAMXG00000038915","scn1bb","ENSDARG00000105003","scn1bb"
"ENSAMXG00000038917","znf574","ENSDARG00000087074","znf574"
"ENSAMXG00000038918","mdh2","ENSDARG00000043371","mdh2"
"ENSAMXG00000038921","hspb15","ENSDARG00000078411","hspb15"
"ENSAMXG00000038923","ENSAMXG00000038923","ENSDARG00000116298","ENSDARG00000116298"
"ENSAMXG00000038924","znrd2","ENSDARG00000069109","znrd2"
"ENSAMXG00000038927","gatd3","ENSDARG00000020618","gatd3"
"ENSAMXG00000038929","ENSAMXG00000038929","ENSDARG00000013221","ENSDARG00000013221"
"ENSAMXG00000038930","ENSAMXG00000038930","ENSDARG00000052876","ENSDARG00000052876"
"ENSAMXG00000038931","QSOX2","ENSDARG00000077174","QSOX2"
"ENSAMXG00000038933","lypla2","ENSDARG00000053656","lypla2"
"ENSAMXG00000038936","klf12a","ENSDARG00000015312","klf12a"
"ENSAMXG00000038939","ankrd13b","ENSDARG00000014652","ankrd13b"
"ENSAMXG00000038941","soul2","ENSDARG00000039499","soul2"
"ENSAMXG00000038943","snrpa1","ENSDARG00000024651","snrpa1"
"ENSAMXG00000038944","chrna7a","ENSDARG00000101702","chrna7a"
"ENSAMXG00000038946","rdh5","ENSDARG00000008306","rdh5"
"ENSAMXG00000038948","coa7","ENSDARG00000019355","coa7"
"ENSAMXG00000038951","trim69","ENSDARG00000060688","trim69"
"ENSAMXG00000038952","CERS2","ENSDARG00000058992","CERS2"
"ENSAMXG00000038957","myca","ENSDARG00000045695","myca"
"ENSAMXG00000038958","ENSAMXG00000038958","ENSDARG00000073957","TOX3"
"ENSAMXG00000038960","msi1b","ENSDARG00000010710","msi1b"
"ENSAMXG00000038961","mix23","ENSDARG00000045351","mix23"
"ENSAMXG00000038963","avd","ENSDARG00000087961","avd"
"ENSAMXG00000038965","alkbh4","ENSDARG00000052247","alkbh4"
"ENSAMXG00000038967","lhfpl2b","ENSDARG00000098153","lhfpl2b"
"ENSAMXG00000038968","tomm40","ENSDARG00000092112","tomm40"
"ENSAMXG00000038969","trim23","ENSDARG00000069420","trim23"
"ENSAMXG00000038971","fam78aa","ENSDARG00000101217","fam78aa"
"ENSAMXG00000038976","smpdl3a","ENSDARG00000053119","smpdl3a"
"ENSAMXG00000038977","RTN4RL1","ENSDARG00000007856","RTN4RL1"
"ENSAMXG00000038978","fbxl7","ENSDARG00000062251","fbxl7"
"ENSAMXG00000038979","sema4e","ENSDARG00000052997","sema4e"
"ENSAMXG00000038980","ENSAMXG00000038980","ENSDARG00000099719","ENSDARG00000099719"
"ENSAMXG00000038982","CMC1","ENSDARG00000103670","cmc1"
"ENSAMXG00000038984","snrpd3l","ENSDARG00000076283","snrpd3l"
"ENSAMXG00000038985","asah1a","ENSDARG00000037091","asah1a"
"ENSAMXG00000038989","prelid1a","ENSDARG00000098671","prelid1a"
"ENSAMXG00000038990","rhof","ENSDARG00000054389","rhof"
"ENSAMXG00000038992","emx2","ENSDARG00000039701","emx2"
"ENSAMXG00000038993","ENSAMXG00000038993","ENSDARG00000043242","ENSDARG00000043242"
"ENSAMXG00000038994","ENSAMXG00000038994","ENSDARG00000037965","srrm2"
"ENSAMXG00000038998","ENSAMXG00000038998","ENSDARG00000074334","ENSDARG00000074334"
"ENSAMXG00000039000","tatdn2","ENSDARG00000070618","tatdn2"
"ENSAMXG00000039001","UBL3","ENSDARG00000099532","ubl3a"
"ENSAMXG00000039002","cnpy3","ENSDARG00000070512","cnpy3"
"ENSAMXG00000039005","ENSAMXG00000039005","ENSDARG00000020866","apoa4b.2"
"ENSAMXG00000039008","chp1","ENSDARG00000052859","chp1"
"ENSAMXG00000039010","ENSAMXG00000039010","ENSDARG00000112961","ENSDARG00000112961"
"ENSAMXG00000039014","TCF21","ENSDARG00000036869","tcf21"
"ENSAMXG00000039015","eipr1","ENSDARG00000043417","eipr1"
"ENSAMXG00000039018","CREB5","ENSDARG00000099002","CREB5"
"ENSAMXG00000039025","prkar1b","ENSDARG00000103800","prkar1b"
"ENSAMXG00000039026","nt5c2a","ENSDARG00000039399","nt5c2a"
"ENSAMXG00000039027","ENSAMXG00000039027","ENSDARG00000075539","ENSDARG00000075539"
"ENSAMXG00000039031","ENSAMXG00000039031","ENSDARG00000097494","ENSDARG00000097494"
"ENSAMXG00000039032","sptssa","ENSDARG00000071203","sptssa"
"ENSAMXG00000039035","dhrs9","ENSDARG00000019260","dhrs9"
"ENSAMXG00000039039","ENSAMXG00000039039","ENSDARG00000037861","ENSDARG00000037861"
"ENSAMXG00000039045","AMZ2","ENSDARG00000089248","AMZ2"
"ENSAMXG00000039046","asb8","ENSDARG00000003383","asb8"
"ENSAMXG00000039048","hey2","ENSDARG00000013441","hey2"
"ENSAMXG00000039050","LDLRAD3","ENSDARG00000078600","ldlrad3"
"ENSAMXG00000039053","trhr2","ENSDARG00000093901","trhr2"
"ENSAMXG00000039055","PAMR1","ENSDARG00000093480","PAMR1"
"ENSAMXG00000039058","gdf11","ENSDARG00000044924","gdf11"
"ENSAMXG00000039061","ak3","ENSDARG00000058226","ak3"
"ENSAMXG00000039062","arl8a","ENSDARG00000078686","arl8a"
"ENSAMXG00000039067","NALF1","ENSDARG00000075858","NALF1"
"ENSAMXG00000039068","ENSAMXG00000039068","ENSDARG00000088967","ENSDARG00000088967"
"ENSAMXG00000039069","WDR53","ENSDARG00000079659","WDR53"
"ENSAMXG00000039070","slc25a48","ENSDARG00000021250","slc25a48"
"ENSAMXG00000039072","afmid","ENSDARG00000099106","afmid"
"ENSAMXG00000039076","rhag","ENSDARG00000019253","rhag"
"ENSAMXG00000039078","pigh","ENSDARG00000038348","pigh"
"ENSAMXG00000039081","gadd45aa","ENSDARG00000043581","gadd45aa"
"ENSAMXG00000039087","ENSAMXG00000039087","ENSDARG00000063150","ENSDARG00000063150"
"ENSAMXG00000039088","slc25a21","ENSDARG00000060564","slc25a21"
"ENSAMXG00000039089","KCNF1","ENSDARG00000027285","KCNF1"
"ENSAMXG00000039094","igfbp5b","ENSDARG00000025348","igfbp5b"
"ENSAMXG00000039095","ARHGEF38","ENSDARG00000079377","ARHGEF38"
"ENSAMXG00000039097","RMI2","ENSDARG00000103137","ENSDARG00000103137"
"ENSAMXG00000039098","ENSAMXG00000039098","ENSDARG00000098376","ENSDARG00000098376"
"ENSAMXG00000039102","mindy3","ENSDARG00000028715","mindy3"
"ENSAMXG00000039103","lamtor4","ENSDARG00000045542","lamtor4"
"ENSAMXG00000039104","psma6a","ENSDARG00000019398","psma6a"
"ENSAMXG00000039107","ENSAMXG00000039107","ENSDARG00000022904","skilb"
"ENSAMXG00000039108","bcar1","ENSDARG00000056525","bcar1"
"ENSAMXG00000039111","dnal4a","ENSDARG00000031116","dnal4a"
"ENSAMXG00000039120","hmgcs1","ENSDARG00000103025","hmgcs1"
"ENSAMXG00000039121","pdap1a","ENSDARG00000092546","pdap1a"
"ENSAMXG00000039122","ENSAMXG00000039122","ENSDARG00000089800","ENSDARG00000089800"
"ENSAMXG00000039123","alg1","ENSDARG00000054963","alg1"
"ENSAMXG00000039124","ap5b1","ENSDARG00000078805","ap5b1"
"ENSAMXG00000039125","BAIAP3","ENSDARG00000079264","BAIAP3"
"ENSAMXG00000039126","tsen15","ENSDARG00000069280","tsen15"
"ENSAMXG00000039127","ccdc6a","ENSDARG00000043334","ccdc6a"
"ENSAMXG00000039130","slc47a4","ENSDARG00000079340","slc47a4"
"ENSAMXG00000039132","FOXC1","ENSDARG00000091481","foxc1a"
"ENSAMXG00000039137","rap2c","ENSDARG00000015649","rap2c"
"ENSAMXG00000039138","plp2b","ENSDARG00000036630","plp2b"
"ENSAMXG00000039139","ndufs3","ENSDARG00000015385","ndufs3"
"ENSAMXG00000039140","ncs1a","ENSDARG00000055229","ncs1a"
"ENSAMXG00000039141","hand2","ENSDARG00000008305","hand2"
"ENSAMXG00000039143","ENSAMXG00000039143","ENSDARG00000051892","ENSDARG00000051892"
"ENSAMXG00000039148","ENSAMXG00000039148","ENSDARG00000069865","ENSDARG00000069865"
"ENSAMXG00000039149","mvp","ENSDARG00000021242","mvp"
"ENSAMXG00000039150","nup160","ENSDARG00000027140","nup160"
"ENSAMXG00000039152","ENSAMXG00000039152","ENSDARG00000078803","ENSDARG00000078803"
"ENSAMXG00000039156","gatad1","ENSDARG00000027612","gatad1"
"ENSAMXG00000039158","ENSAMXG00000039158","ENSDARG00000109361","ENSDARG00000109361"
"ENSAMXG00000039158","ENSAMXG00000039158","ENSDARG00000106601","ENSDARG00000106601"
"ENSAMXG00000039159","BTBD17","ENSDARG00000099321","BTBD17"
"ENSAMXG00000039163","CXXC5","ENSDARG00000075735","ENSDARG00000075735"
"ENSAMXG00000039164","htr5aa","ENSDARG00000038869","htr5aa"
"ENSAMXG00000039165","PRR5L","ENSDARG00000029431","ENSDARG00000029431"
"ENSAMXG00000039167","igf2a","ENSDARG00000018643","igf2a"
"ENSAMXG00000039168","galnt2","ENSDARG00000003829","galnt2"
"ENSAMXG00000039169","gabpb1","ENSDARG00000023659","gabpb1"
"ENSAMXG00000039174","scamp5a","ENSDARG00000018743","scamp5a"
"ENSAMXG00000039184","ENSAMXG00000039184","ENSDARG00000103889","ENSDARG00000103889"
"ENSAMXG00000039186","ENSAMXG00000039186","ENSDARG00000079603","ENSDARG00000079603"
"ENSAMXG00000039187","si:ch211-14a17.11","ENSDARG00000054292","C2H14orf119"
"ENSAMXG00000039188","ENSAMXG00000039188","ENSDARG00000097271","ENSDARG00000097271"
"ENSAMXG00000039189","mecp2","ENSDARG00000014218","mecp2"
"ENSAMXG00000039194","esrra","ENSDARG00000069266","esrra"
"ENSAMXG00000039195","ENSAMXG00000039195","ENSDARG00000030636","ENSDARG00000030636"
"ENSAMXG00000039198","laptm4a","ENSDARG00000006397","laptm4a"
"ENSAMXG00000039206","spx","ENSDARG00000056859","spx"
"ENSAMXG00000039207","lhb","ENSDARG00000099363","lhb"
"ENSAMXG00000039210","nat14","ENSDARG00000115349","nat14"
"ENSAMXG00000039211","ENSAMXG00000039211","ENSDARG00000101235","ENSDARG00000101235"
"ENSAMXG00000039214","oclnb","ENSDARG00000003091","oclnb"
"ENSAMXG00000039215","rh50","ENSDARG00000041848","rh50"
"ENSAMXG00000039218","ENSAMXG00000039218","ENSDARG00000101866","asic1b"
"ENSAMXG00000039220","lrit2","ENSDARG00000030626","lrit2"
"ENSAMXG00000039221","adipor1b","ENSDARG00000042717","adipor1b"
"ENSAMXG00000039223","lamtor2","ENSDARG00000039872","lamtor2"
"ENSAMXG00000039227","prdm8","ENSDARG00000025017","prdm8"
"ENSAMXG00000039232","ENSAMXG00000039232","ENSDARG00000069758","rbm44"
"ENSAMXG00000039233","tspan33a","ENSDARG00000004497","tspan33a"
"ENSAMXG00000039235","ENSAMXG00000039235","ENSDARG00000077912","ENSDARG00000077912"
"ENSAMXG00000039237","ENSAMXG00000039237","ENSDARG00000110612","ENSDARG00000110612"
"ENSAMXG00000039239","zgc:153184","ENSDARG00000099645","zgc:153184"
"ENSAMXG00000039240","asns","ENSDARG00000016375","asns"
"ENSAMXG00000039243","fgfr1op2","ENSDARG00000009657","fgfr1op2"
"ENSAMXG00000039244","pknox2","ENSDARG00000055349","pknox2"
"ENSAMXG00000039245","def6a","ENSDARG00000012247","def6a"
"ENSAMXG00000039248","actr2a","ENSDARG00000052438","actr2a"
"ENSAMXG00000039249","ttc19","ENSDARG00000074435","ttc19"
"ENSAMXG00000039252","serinc1","ENSDARG00000009106","serinc1"
"ENSAMXG00000039253","zgc:91968","ENSDARG00000011076","zgc:91968"
"ENSAMXG00000039254","ENSAMXG00000039254","ENSDARG00000087575","ENSDARG00000087575"
"ENSAMXG00000039255","mab21l2","ENSDARG00000015266","mab21l2"
"ENSAMXG00000039258","uts2a","ENSDARG00000053854","uts2a"
"ENSAMXG00000039261","etv1","ENSDARG00000101959","etv1"
"ENSAMXG00000039262","ENSAMXG00000039262","ENSDARG00000069733","mavs"
"ENSAMXG00000039266","gpkow","ENSDARG00000029612","gpkow"
"ENSAMXG00000039267","ENSAMXG00000039267","ENSDARG00000103167","ENSDARG00000103167"
"ENSAMXG00000039269","nutf2","ENSDARG00000056531","nutf2"
"ENSAMXG00000039270","vsnl1a","ENSDARG00000023228","vsnl1a"
"ENSAMXG00000039271","tspan9b","ENSDARG00000045706","tspan9b"
"ENSAMXG00000039272","ENSAMXG00000039272","ENSDARG00000094374","ENSDARG00000094374"
"ENSAMXG00000039272","ENSAMXG00000039272","ENSDARG00000095068","ENSDARG00000095068"
"ENSAMXG00000039279","creg1","ENSDARG00000105154","creg1"
"ENSAMXG00000039280","txnl4a","ENSDARG00000036190","txnl4a"
"ENSAMXG00000039282","b3gat2","ENSDARG00000030733","b3gat2"
"ENSAMXG00000039283","mgll","ENSDARG00000036820","mgll"
"ENSAMXG00000039287","tmem177","ENSDARG00000069301","tmem177"
"ENSAMXG00000039288","CASKIN2","ENSDARG00000043818","CASKIN2"
"ENSAMXG00000039289","ESYT2","ENSDARG00000030824","ESYT2"
"ENSAMXG00000039293","s100a10b","ENSDARG00000025254","s100a10b"
"ENSAMXG00000039294","kics2","ENSDARG00000045790","kics2"
"ENSAMXG00000039296","ENSAMXG00000039296","ENSDARG00000031782","ENSDARG00000031782"
"ENSAMXG00000039299","gadd45ab","ENSDARG00000104571","gadd45ab"
"ENSAMXG00000039301","ENSAMXG00000039301","ENSDARG00000074930","ENSDARG00000074930"
"ENSAMXG00000039302","CTHRC1","ENSDARG00000001971","CTHRC1"
"ENSAMXG00000039312","mxra8b","ENSDARG00000062129","mxra8b"
"ENSAMXG00000039316","GPX2","ENSDARG00000089149","gpx2"
"ENSAMXG00000039317","fnip2","ENSDARG00000077648","fnip2"
"ENSAMXG00000039319","ENSAMXG00000039319","ENSDARG00000057826","ENSDARG00000057826"
"ENSAMXG00000039321","HINT1","ENSDARG00000103824","hint1"
"ENSAMXG00000039322","ENSAMXG00000039322","ENSDARG00000103852","pigrl4.2"
"ENSAMXG00000039323","josd2","ENSDARG00000057626","josd2"
"ENSAMXG00000039324","rtn1b","ENSDARG00000021143","rtn1b"
"ENSAMXG00000039327","arl2bp","ENSDARG00000025383","arl2bp"
"ENSAMXG00000039329","prl","ENSDARG00000037946","prl"
"ENSAMXG00000039330","rpl27","ENSDARG00000015128","rpl27"
"ENSAMXG00000039331","CHRM3","ENSDARG00000071298","CHRM3"
"ENSAMXG00000039333","dacha","ENSDARG00000010132","dacha"
"ENSAMXG00000039334","tmem33","ENSDARG00000041332","tmem33"
"ENSAMXG00000039336","trabd","ENSDARG00000010445","trabd"
"ENSAMXG00000039337","LDLRAD2","ENSDARG00000090297","LDLRAD2"
"ENSAMXG00000039338","HBE1","ENSDARG00000115405","hbbe1.2"
"ENSAMXG00000039338","HBE1","ENSDARG00000113599","hbbe1.1"
"ENSAMXG00000039338","HBE1","ENSDARG00000087390","hbbe1.3"
"ENSAMXG00000039340","ENSAMXG00000039340","ENSDARG00000074807","ENSDARG00000074807"
"ENSAMXG00000039343","myoz2b","ENSDARG00000037266","myoz2b"
"ENSAMXG00000039344","ehd1a","ENSDARG00000098853","ehd1a"
"ENSAMXG00000039347","ENSAMXG00000039347","ENSDARG00000094345","ENSDARG00000094345"
"ENSAMXG00000039357","ENSAMXG00000039357","ENSDARG00000079895","ENSDARG00000079895"
"ENSAMXG00000039361","gapdh","ENSDARG00000043457","gapdh"
"ENSAMXG00000039363","colec11","ENSDARG00000013266","colec11"
"ENSAMXG00000039364","elf1","ENSDARG00000020759","elf1"
"ENSAMXG00000039365","mtss1","ENSDARG00000059604","mtss1"
"ENSAMXG00000039367","egr2b","ENSDARG00000042826","egr2b"
"ENSAMXG00000039368","ENSAMXG00000039368","ENSDARG00000067607","srebf1"
"ENSAMXG00000039380","ENSAMXG00000039380","ENSDARG00000074079","ENSDARG00000074079"
"ENSAMXG00000039383","ENSAMXG00000039383","ENSDARG00000078844","ENSDARG00000078844"
"ENSAMXG00000039383","ENSAMXG00000039383","ENSDARG00000075428","ENSDARG00000075428"
"ENSAMXG00000039385","plscr3b","ENSDARG00000069432","plscr3b"
"ENSAMXG00000039386","seraf","ENSDARG00000103443","seraf"
"ENSAMXG00000039388","ELOVL7","ENSDARG00000100185","ENSDARG00000100185"
"ENSAMXG00000039392","ENSAMXG00000039392","ENSDARG00000102436","ENSDARG00000102436"
"ENSAMXG00000039396","ENSAMXG00000039396","ENSDARG00000117262","ENSDARG00000117262"
"ENSAMXG00000039400","CDK2AP1","ENSDARG00000115248","CDK2AP1"
"ENSAMXG00000039401","ATCAY","ENSDARG00000071678","ATCAY"
"ENSAMXG00000039402","tead3b","ENSDARG00000063649","tead3b"
"ENSAMXG00000039403","ARSI","ENSDARG00000077606","ARSI"
"ENSAMXG00000039405","dpysl4","ENSDARG00000103490","dpysl4"
"ENSAMXG00000039406","emc2","ENSDARG00000003308","emc2"
"ENSAMXG00000039411","thtpa","ENSDARG00000063049","thtpa"
"ENSAMXG00000039412","LTC4S","ENSDARG00000062598","LTC4S"
"ENSAMXG00000039416","ENSAMXG00000039416","ENSDARG00000115377","ENSDARG00000115377"
"ENSAMXG00000039420","ENSAMXG00000039420","ENSDARG00000102877","BPHL"
"ENSAMXG00000039424","ENSAMXG00000039424","ENSDARG00000101077","sctr"
"ENSAMXG00000039425","mapre1a","ENSDARG00000042927","mapre1a"
"ENSAMXG00000039426","wdr45b","ENSDARG00000021557","wdr45b"
"ENSAMXG00000039427","ENSAMXG00000039427","ENSDARG00000041019","or42c5"
"ENSAMXG00000039428","ENSAMXG00000039428","ENSDARG00000091692","ENSDARG00000091692"
"ENSAMXG00000039429","tfr1a","ENSDARG00000101322","tfr1a"
"ENSAMXG00000039436","ENSAMXG00000039436","ENSDARG00000078474","MYO15A"
"ENSAMXG00000039437","ENSAMXG00000039437","ENSDARG00000077570","ENSDARG00000077570"
"ENSAMXG00000039439","ENSAMXG00000039439","ENSDARG00000074928","ENSDARG00000074928"
"ENSAMXG00000039439","ENSAMXG00000039439","ENSDARG00000079843","ENSDARG00000079843"
"ENSAMXG00000039440","pcdh20","ENSDARG00000101910","pcdh20"
"ENSAMXG00000039443","naa40","ENSDARG00000024109","naa40"
"ENSAMXG00000039444","ENSAMXG00000039444","ENSDARG00000091609","spink4"
"ENSAMXG00000039447","morn2","ENSDARG00000071360","morn2"
"ENSAMXG00000039448","vegfab","ENSDARG00000034700","vegfab"
"ENSAMXG00000039451","ENSAMXG00000039451","ENSDARG00000091368","ENSDARG00000091368"
"ENSAMXG00000039452","ENSAMXG00000039452","ENSDARG00000062293","ENSDARG00000062293"
"ENSAMXG00000039453","tpbga","ENSDARG00000099609","tpbga"
"ENSAMXG00000039454","u2af2b","ENSDARG00000012505","u2af2a"
"ENSAMXG00000039455","tspan2a","ENSDARG00000003754","tspan2a"
"ENSAMXG00000039456","serhl","ENSDARG00000032340","serhl"
"ENSAMXG00000039457","ENSAMXG00000039457","ENSDARG00000038052","ENSDARG00000038052"
"ENSAMXG00000039458","hmgb2a","ENSDARG00000029722","hmgb2a"
"ENSAMXG00000039460","fxyd3","ENSDARG00000099014","fxyd3"
"ENSAMXG00000039464","commd1","ENSDARG00000031203","commd1"
"ENSAMXG00000039465","fgf16","ENSDARG00000042233","fgf16"
"ENSAMXG00000039466","TCERG1","ENSDARG00000030665","TCERG1"
"ENSAMXG00000039468","tomm6","ENSDARG00000097797","tomm6"
"ENSAMXG00000039471","gcga","ENSDARG00000079296","gcga"
"ENSAMXG00000039474","btd","ENSDARG00000099596","btd"
"ENSAMXG00000039475","helt","ENSDARG00000056400","helt"
"ENSAMXG00000039477","ENSAMXG00000039477","ENSDARG00000090140","ENSDARG00000090140"
"ENSAMXG00000039480","atg4da","ENSDARG00000043548","atg4da"
"ENSAMXG00000039481","gabarapb","ENSDARG00000052082","gabarapb"
"ENSAMXG00000039483","ENSAMXG00000039483","ENSDARG00000117371","ENSDARG00000117371"
"ENSAMXG00000039486","zgc:171927","ENSDARG00000033056","zgc:171927"
"ENSAMXG00000039490","irak4","ENSDARG00000100534","irak4"
"ENSAMXG00000039492","nudt15","ENSDARG00000113961","nudt15"
"ENSAMXG00000039493","nck2b","ENSDARG00000043361","nck2b"
"ENSAMXG00000039494","ENSAMXG00000039494","ENSDARG00000053101","prpf38b"
"ENSAMXG00000039495","ENSAMXG00000039495","ENSDARG00000089562","ENSDARG00000089562"
"ENSAMXG00000039501","ido1","ENSDARG00000033594","ido1"
"ENSAMXG00000039502","elovl7a","ENSDARG00000069279","elovl7a"
"ENSAMXG00000039508","plac8.1","ENSDARG00000094438","plac8.2"
"ENSAMXG00000039510","GRIN2C","ENSDARG00000078149","GRIN2C"
"ENSAMXG00000039512","FOXA2","ENSDARG00000003411","foxa2"
"ENSAMXG00000039513","mad2l1bp","ENSDARG00000104943","mad2l1bp"
"ENSAMXG00000039514","ENSAMXG00000039514","ENSDARG00000087663","ENSDARG00000087663"
"ENSAMXG00000039515","kbtbd2","ENSDARG00000087226","kbtbd2"
"ENSAMXG00000039521","fabp7a","ENSDARG00000007697","fabp7a"
"ENSAMXG00000039522","psmc4","ENSDARG00000027099","psmc4"
"ENSAMXG00000039524","ENSAMXG00000039524","ENSDARG00000040487","zgc:113176"
"ENSAMXG00000039525","septin2","ENSDARG00000027590","septin2"
"ENSAMXG00000039527","APCDD1L","ENSDARG00000075557","APCDD1L"
"ENSAMXG00000039529","SLC24A3","ENSDARG00000006760","SLC24A3"
"ENSAMXG00000039530","thap12b","ENSDARG00000020964","thap12b"
"ENSAMXG00000039531","ENSAMXG00000039531","ENSDARG00000086374","isg15"
"ENSAMXG00000039533","TBC1D30","ENSDARG00000075281","TBC1D30"
"ENSAMXG00000039534","ctu1","ENSDARG00000020986","ctu1"
"ENSAMXG00000039536","tlcd1","ENSDARG00000002391","tlcd1"
"ENSAMXG00000039537","pmt","ENSDARG00000100482","pmt"
"ENSAMXG00000039538","si:ch211-266a5.12","ENSDARG00000092714","si:ch211-266a5.12"
"ENSAMXG00000039539","ptpn22","ENSDARG00000104197","ptpn22"
"ENSAMXG00000039540","limch1a","ENSDARG00000074275","limch1a"
"ENSAMXG00000039544","FRMD4B","ENSDARG00000074599","FRMD4B"
"ENSAMXG00000039545","bsk146","ENSDARG00000099069","bsk146"
"ENSAMXG00000039547","zbtb2a","ENSDARG00000044038","zbtb2a"
"ENSAMXG00000039548","uxt","ENSDARG00000019339","uxt"
"ENSAMXG00000039549","tardbpb","ENSDARG00000040031","tardbpb"
"ENSAMXG00000039550","hif1aa","ENSDARG00000006181","hif1aa"
"ENSAMXG00000039552","ENSAMXG00000039552","ENSDARG00000055359","ENSDARG00000055359"
"ENSAMXG00000039553","naa10","ENSDARG00000071060","naa10"
"ENSAMXG00000039554","ssbp4","ENSDARG00000056483","ssbp4"
"ENSAMXG00000039555","ENSAMXG00000039555","ENSDARG00000116273","ENSDARG00000116273"
"ENSAMXG00000039558","ENSAMXG00000039558","ENSDARG00000100256","ENSDARG00000100256"
"ENSAMXG00000039559","ENSAMXG00000039559","ENSDARG00000091792","ENSDARG00000091792"
"ENSAMXG00000039560","atad1b","ENSDARG00000056609","atad1b"
"ENSAMXG00000039561","allc","ENSDARG00000042562","allc"
"ENSAMXG00000039563","ppm1nb","ENSDARG00000057032","ppm1nb"
"ENSAMXG00000039565","syt13","ENSDARG00000012306","syt13"
"ENSAMXG00000039567","wfikkn1","ENSDARG00000101364","wfikkn1"
"ENSAMXG00000039568","RAP2A","ENSDARG00000077553","ENSDARG00000077553"
"ENSAMXG00000039569","ENSAMXG00000039569","ENSDARG00000011956","dlx4a"
"ENSAMXG00000039571","figla","ENSDARG00000087166","figla"
"ENSAMXG00000039572","bambia","ENSDARG00000055381","bambia"
"ENSAMXG00000039575","tcf7l2","ENSDARG00000004415","tcf7l2"
"ENSAMXG00000039576","ENSAMXG00000039576","ENSDARG00000098739","h2af1al"
"ENSAMXG00000039577","ENSAMXG00000039577","ENSDARG00000105810","ENSDARG00000105810"
"ENSAMXG00000039579","bhlhe41","ENSDARG00000041691","bhlhe41"
"ENSAMXG00000039581","ENSAMXG00000039581","ENSDARG00000089004","ENSDARG00000089004"
"ENSAMXG00000039582","ENSAMXG00000039582","ENSDARG00000042533","gstm.1"
"ENSAMXG00000039583","ENSAMXG00000039583","ENSDARG00000091900","ENSDARG00000091900"
"ENSAMXG00000039587","ENSAMXG00000039587","ENSDARG00000037859","ENSDARG00000037859"
"ENSAMXG00000039589","f7i","ENSDARG00000075827","f7i"
"ENSAMXG00000039592","tmx4","ENSDARG00000101512","tmx4"
"ENSAMXG00000039594","med18","ENSDARG00000041237","med18"
"ENSAMXG00000039596","RNF157","ENSDARG00000057481","RNF157"
"ENSAMXG00000039599","nectin1a","ENSDARG00000069767","nectin1a"
"ENSAMXG00000039600","gfi1ab","ENSDARG00000044457","gfi1ab"
